0.000000	2.000000	99.002632	5.811805	-66.011104	-63.935460
0.000000	2.000000	417.776744	258.479446	62.338522	-100.003055
0.000000	2.000000	22.192566	-118.311735	-220.117422	-229.953359
0.000000	2.000000	-167.229627	-278.917999	-295.719499	-211.066864
0.000000	2.000000	-545.642054	-673.808425	139.406641	-30.265140
0.000000	2.000000	-862.396620	-1012.067417	-173.462170	-231.565256
0.000000	2.000000	-1246.080437	-1355.341614	-403.660492	-295.730719
0.000000	2.000000	-1665.519566	-1769.821636	64.552543	-22.344032
0.000000	2.000000	-1759.813664	-1897.094172	-111.207795	-217.705186
0.000000	2.000000	-2180.874040	-2297.076472	-397.246563	-327.280515
0.000000	2.000000	-1968.077473	-2054.914210	-139.313143	-115.445102
0.000000	2.000000	-1667.367077	-1805.990209	-13.611366	-151.426679
0.000000	2.000000	-2056.952455	-2185.231024	-296.822770	-289.825417
0.000000	2.000000	-2240.491786	-2324.938727	-356.126363	-253.376352
0.000000	2.000000	-2599.580150	-2711.305921	61.373628	-86.771289
0.000000	2.000000	-2889.560773	-3029.844420	-222.533397	-294.896721
0.000000	2.000000	-3270.417225	-3377.094131	-430.056706	-297.466033
0.000000	2.000000	-3648.870791	-3748.924334	41.608257	-76.849334
0.000000	2.000000	-3703.334954	-3867.546481	-115.336645	-231.019230
0.000000	2.000000	-4120.662910	-4241.701032	-367.806071	-347.737768
0.000000	2.000000	-3870.886212	-3939.015969	-88.959130	-116.821385
0.000000	2.000000	-3566.589252	-3695.881333	27.134844	-138.464186
0.000000	2.000000	-3945.198024	-4083.458385	-248.989449	-232.025263
0.000000	2.000000	-4115.569166	-4199.765534	-296.430080	-200.741000
0.000000	2.000000	-4460.180378	-4581.663548	136.089350	-41.742893
0.000000	2.000000	-4780.644925	-4919.795383	-154.908526	-215.177014
0.000000	2.000000	-5135.942901	-5238.397460	-363.950234	-270.265740
0.000000	2.000000	-5540.231696	-5658.539691	105.358592	14.067634
0.000000	2.000000	-5616.342400	-5767.920545	-52.996252	-173.795021
0.000000	2.000000	-6028.771087	-6144.464892	-341.256521	-282.693428
0.000000	2.000000	-5785.513034	-5868.662230	-59.365302	-54.006025
0.000000	2.000000	-5485.337444	-5628.844885	66.018584	-101.240962
0.000000	2.000000	-5865.801207	-5987.269417	-236.359807	-231.827049
0.000000	2.000000	-6045.290225	-6119.269186	-286.362270	-197.823878
0.000000	2.000000	-6414.973726	-6543.405630	143.367195	-26.659877
0.000000	2.000000	-6735.023145	-6886.324537	-161.176598	-204.735213
0.000000	2.000000	-7112.442628	-7199.896449	-375.798237	-264.539953
0.000000	2.000000	-7509.030969	-7608.044821	82.279669	16.053521
0.000000	2.000000	-7603.829954	-7738.761804	-70.753297	-176.498969
